id,course_id,teacher_id,class_id,department,classroom_id,school_year,semester,week,jieci,biweekly,starting_and_ending_weeks,num_of_class
(2020-2021-1)-0606141131-0002014-2,0606141131,0002014,2018010133,,0201406,2020-2021,1,星期五,"第3,4节",单,1—16,35
(2020-2021-1)-0606141121-0000256-2,0606141121,0000256,2018010132,,0201513,2020-2021,1,星期五,"第3,4节",,1—16,37
(2020-2021-1)-0603142122-0001916-3,0603142122,0001916,2018010135,,0209427,2020-2021,1,星期五,"第3,4节",,1—4,83
(2020-2021-1)-0603142122-0001916-4,0603142122,0001916,2018010136,,0209427,2020-2021,1,星期五,"第3,4节",,1—4,83
(2020-2021-1)-1502149101-0000125-2,1502149101,0000125,2019010150,,0201319,2020-2021,1,星期五,"第3,4节",双,1—16,38
(2020-2021-1)-0202140011-0000098-5,0202140011,0000098,2020010164,,0203211,2020-2021,1,星期五,"第3,4节",,3—18,30
(2020-2021-1)-0902141021-0001004-3,0902141021,0002403,2019010174,,0201222,2020-2021,1,星期五,"第3,4节",,1—11,41
(2020-2021-1)-0202140551-0001220-3,0202140551,0001220,2019010216,,0208414,2020-2021,1,星期五,"第3,4节",,1—16,41
(2020-2021-1)-0202140551-0000730-6,0202140551,0000730,2019010217,,0208501,2020-2021,1,星期五,"第3,4节",,1—16,31
(2020-2021-1)-0603144031-0001927-2,0603144031,0001927,2019010118,,0208417,2020-2021,1,星期五,"第3,4节",双,1—16,34
(2020-2021-1)-1002141611-0001333-3,1002141611,0001333,2018010148,,0209520,2020-2021,1,星期五,"第3,4节",,1—11,45
(2020-2021-1)-1002140011-0000224-4,1002140011,0000224,2020010146,,0203207,2020-2021,1,星期五,"第3,4节",,3—14,54
(2020-2021-1)-1002140011-0000482-4,1002140011,0000482,2020010163,,0202311,2020-2021,1,星期五,"第3,4节",,3—14,46
(2020-2021-1)-1402140061-0000118-4,1402140061,0000118,2018010123,,0201515,2020-2021,1,星期五,"第3,4节",单,1—16,44
(2020-2021-1)-0702140011-0001213-3,0702140011,0001213,2020010174,,0202312,2020-2021,1,星期五,"第3,4节",,3—10,55
(2020-2021-1)-0702140011-0001213-4,0702140011,0002302,2020010174,,0202312,2020-2021,1,星期五,"第3,4节",,3—10,55
(2020-2021-1)-0806140051-0000232-2,0806140051,0000232,2019010104,,0201303,2020-2021,1,星期五,"第3,4节",双,1—11,40
(2020-2021-1)-0703140131-0002028-2,0703140131,0002028,2018010153,,0203110,2020-2021,1,星期五,"第3,4节",单,1—16,48
(2020-2021-1)-0706140072-0002348-3,0706140072,0002348,2018010153,,0203110,2020-2021,1,星期五,"第3,4节",双,1—11,48
(2020-2021-1)-0706140072-0002348-4,0706140072,0001450,2018010153,,0203110,2020-2021,1,星期五,"第3,4节",双,1—11,48
(2020-2021-1)-0306243071-0000145-6,0306243071,0000145,2019010132,,0204307,2020-2021,1,星期五,"第3,4节",,1—4,26
(2020-2021-1)-0306243071-0000942-11,0306243071,0000942,2019010131,,0202209,2020-2021,1,星期五,"第3,4节",,1—4,25
(2020-2021-1)-0306243071-0001328-6,0306243071,0001328,2019010134,,0210502,2020-2021,1,星期五,"第3,4节",,6—9,26
(2020-2021-1)-0306243071-0000942-12,0306243071,0000942,2019010133,,0210501,2020-2021,1,星期五,"第3,4节",,6—9,27
(2020-2021-1)-1112004901-0002012-4,1112004901,0002012,2018010212,,0209314,2020-2021,1,星期五,"第3,4节",,1—16,41
(2020-2021-1)-0303241081-0001149-11,0303241081,0001149,2019010108,,0210505,2020-2021,1,星期五,"第3,4节",,1—6,30
(2020-2021-1)-0303241081-0001149-12,0303241081,0001149,2019010107,,0210505,2020-2021,1,星期五,"第3,4节",,7—12,34
(2020-2021-1)-1403145081-0002360-4,1403145081,0002360,2018010156,,0203103,2020-2021,1,星期五,"第3,4节",双,1—16,49
(2020-2021-1)-1502149021-0000720-7,1502149021,0000720,2020010116,,0204503,2020-2021,1,星期五,"第3,4节",单,3—18,81
(2020-2021-1)-1502149021-0000720-8,1502149021,0000720,2020010117,,0204503,2020-2021,1,星期五,"第3,4节",,3—18,81
(2020-2021-1)-1502149021-0000017-7,1502149021,0000017,2020010155,,0203208,2020-2021,1,星期五,"第3,4节",,3—18,40
(2020-2021-1)-1503143641-0000733-1,1503143641,0000733,2019010151,,0201214,2020-2021,1,星期五,"第3,4节",,1—16,60
(2020-2021-1)-1506143782-0000946-3,1506143782,0000946,2018010158,,0209527B,2020-2021,1,星期五,"第3,4节",,1—8,42
(2020-2021-1)-0303241071-0001058-11,0303241071,0001058,2019010107,,0210504,2020-2021,1,星期五,"第3,4节",,1—2,34
(2020-2021-1)-0303241071-0001058-12,0303241071,0001058,2019010108,,0210507,2020-2021,1,星期五,"第3,4节",,7—8,30
(2020-2021-1)-1206140012-0002128-2,1206140012,0002128,2019010213,,0201413,2020-2021,1,星期五,"第3,4节",,1—14,45
(2020-2021-1)-1504405009-0001359-3,1504405009,0001359,2017010124,,0201501,2020-2021,1,星期五,"第3,4节",,1—16,96
(2020-2021-1)-1504405009-0001359-4,1504405009,0001359,2017010127,,0201501,2020-2021,1,星期五,"第3,4节",,1—16,96
(2020-2021-1)-0303244051-0002373-6,0303244051,0002373,2019010111,,0208518,2020-2021,1,星期五,"第3,4节",,1—4,31
(2020-2021-1)-1517405030-0001855-2,1517405030,0001855,2017010136,,0208515,2020-2021,1,星期五,"第3,4节",,1—8,30
(2020-2021-1)-1503145451-0000009-3,1503145451,0002244,2019010155,,0209528A,2020-2021,1,星期五,"第3,4节",,1—16,40
(2020-2021-1)-1503145451-0000009-4,1503145451,0000009,2019010155,,0209528A,2020-2021,1,星期五,"第3,4节",,1—16,40
(2020-2021-1)-1503145491-0000020-5,1503145491,0002247,2018010161,,0209308,2020-2021,1,星期五,"第3,4节",单,1—16,47
(2020-2021-1)-1503145491-0000020-6,1503145491,0000020,2018010161,,0209308,2020-2021,1,星期五,"第3,4节",单,1—16,47
(2020-2021-1)-1503145491-0000020-7,1503145491,0002247,2018010162,,0209308,2020-2021,1,星期五,"第3,4节",双,1—16,47
(2020-2021-1)-1503145491-0000020-8,1503145491,0000020,2018010162,,0209308,2020-2021,1,星期五,"第3,4节",双,1—16,47
(2020-2021-1)-0900140042-0001244-3,0900140042,0001244,2019010173,,0212216,2020-2021,1,星期五,"第3,4节",,1—8,39
(2020-2021-1)-0401140031-0000477-7,0401140031,0000477,2019010123,,0201208,2020-2021,1,星期五,"第3,4节",单,1—14,112
(2020-2021-1)-0401140031-0000477-8,0401140031,0000477,2019010124,,0201208,2020-2021,1,星期五,"第3,4节",,1—14,112
(2020-2021-1)-0401140041-0001176-9,0401140041,0001176,2019010129,,0208418,2020-2021,1,星期五,"第3,4节",,1—16,96
(2020-2021-1)-0401140041-0001176-10,0401140041,0001176,2019010130,,0208418,2020-2021,1,星期五,"第3,4节",,1—16,96
(2020-2021-1)-0401140041-0000868-3,0401140041,0000868,2019010207,,0202102,2020-2021,1,星期五,"第3,4节",,1—16,86
(2020-2021-1)-0401140041-0000868-4,0401140041,0000868,2019010208,,0202102,2020-2021,1,星期五,"第3,4节",,1—16,86
(2020-2021-1)-0401140041-0000472-6,0401140041,0000472,2019010142,,0208502,2020-2021,1,星期五,"第3,4节",,1—16,88
(2020-2021-1)-0401140041-0000472-7,0401140041,0000472,2019010165,,0208502,2020-2021,1,星期五,"第3,4节",,1—16,88
(2020-2021-1)-0401140041-0001314-11,0401140041,0000319,2019010145,,0208416,2020-2021,1,星期五,"第3,4节",,1—16,107
(2020-2021-1)-0401140041-0001314-12,0401140041,0000319,2019010146,,0208416,2020-2021,1,星期五,"第3,4节",,1—16,107
(2020-2021-1)-0401140041-0001314-13,0401140041,0002383,2019010145,,0208416,2020-2021,1,星期五,"第3,4节",,1—16,107
(2020-2021-1)-0401140041-0001314-14,0401140041,0002383,2019010146,,0208416,2020-2021,1,星期五,"第3,4节",,1—16,107
(2020-2021-1)-0401140041-0001042-13,0401140041,0001042,2019010143,,0208503,2020-2021,1,星期五,"第3,4节",,3—15,91
(2020-2021-1)-0401140041-0001042-14,0401140041,0001042,2019010144,,0208503,2020-2021,1,星期五,"第3,4节",,3—15,91
(2020-2021-1)-0401140041-0001042-15,0401140041,0000309,2019010143,,0208503,2020-2021,1,星期五,"第3,4节",,3—15,91
(2020-2021-1)-0401140041-0001042-16,0401140041,0000309,2019010144,,0208503,2020-2021,1,星期五,"第3,4节",,3—15,91
(2020-2021-1)-1702241191-0002160-2,1702241191,0002160,2020010196,,0203201,2020-2021,1,星期五,"第3,4节",,3—18,48
(2020-2021-1)-1302143021-0002258-4,1302143021,0002258,2019010200,,0203303,2020-2021,1,星期五,"第3,4节",,1—12,40
(2020-2021-1)-1003143021-0000242-10,1003143021,0000242,2019010141,,0201215,2020-2021,1,星期五,"第3,4节",,1—10,43
(2020-2021-1)-0602140061-0000638-2,0602140061,0000638,2020010134,,0209423,2020-2021,1,星期五,"第3,4节",,3—18,44
(2020-2021-1)-0802140001-0001511-3,0802140001,0001511,2020010106,,0203204,2020-2021,1,星期五,"第3,4节",,3—14,38
(2020-2021-1)-1003146031-0000899-4,1003146031,0000899,2018010177,,0214304,2020-2021,1,星期五,"第3,4节",,1—7,42
(2020-2021-1)-1511305016-0001402-3,1511305016,0001402,2017010143,,0202303,2020-2021,1,星期五,"第3,4节",,1—13,31
(2020-2021-1)-1511305016-0001402-4,1511305016,0001402,2017010144,,0202303,2020-2021,1,星期五,"第3,4节",,1—13,31
(2020-2021-1)-1511305017-0002164-2,1511305017,0002164,2017010142,,0204504,2020-2021,1,星期五,"第3,4节",,1—11,40
(2020-2021-1)-0706142052-0001416-2,0706142052,0001416,2018010181,,0213301,2020-2021,1,星期五,"第3,4节",,1—12,46
(2020-2021-1)-1704141821-0000983-6,1704141821,0000983,2019010201,,0209310,2020-2021,1,星期五,"第3,4节",双,1—16,41
(2020-2021-1)-0306143041-0001231-6,0306143041,0001231,2019010133,,0204308,2020-2021,1,星期五,"第3,4节",,1—2,27
(2020-2021-1)-0306143041-0001035-6,0306143041,0001035,2019010134,,0210501,2020-2021,1,星期五,"第3,4节",,3—4,26
(2020-2021-1)-0306143041-0001255-6,0306143041,0001255,2019010132,,0202209,2020-2021,1,星期五,"第3,4节",,6—7,26
(2020-2021-1)-0306143041-0000145-6,0306143041,0000145,2019010131,,0204307,2020-2021,1,星期五,"第3,4节",,6—7,28
(2020-2021-1)-1303141061-0000365-2,1303141061,0000365,2019010164,,0209523,2020-2021,1,星期五,"第3,4节",,1—14,30
(2020-2021-1)-1502140031-0000012-4,1502140031,0000012,2019010225,,0208402,2020-2021,1,星期五,"第3,4节",,1—12,50
(2020-2021-1)-0706140012-0002028-4,0706140012,0002028,2018010182,,0203106,2020-2021,1,星期五,"第3,4节",双,1—16,51
(2020-2021-1)-1702141101-0001062-4,1702141101,0002339,2020010199,,0203510,2020-2021,1,星期五,"第3,4节",,3—14,47
(2020-2021-1)-1606142252-0001181-2,1606142252,0001181,2019010198,,0209525A,2020-2021,1,星期五,"第3,4节",,1—16,52
(2020-2021-1)-1303144021-0000322-2,1303144021,0000322,2018010112,,0201408,2020-2021,1,星期五,"第3,4节",单,1—16,67
(2020-2021-1)-1403145131-0001191-6,1403145131,0001191,2018010155,,0201516,2020-2021,1,星期五,"第3,4节",,1—8,49
(2020-2021-1)-0103140192-0000767-1,0103140192,0000767,2018010127,,0209315,2020-2021,1,星期五,"第3,4节",,1—16,55
(2020-2021-1)-0906142092-0002203-4,0906142092,0002401,2018010189,,0201508,2020-2021,1,星期五,"第3,4节",,1—10,30
(2020-2021-1)-0906141141-0000953-2,0906141141,0000953,2018010187,,0203107,2020-2021,1,星期五,"第3,4节",,1—12,40
(2020-2021-1)-1302141021-0000366-2,1302141021,0000366,2020010161,,0201518,2020-2021,1,星期五,"第3,4节",,3—16,36
(2020-2021-1)-0403140251-0000867-2,0403140251,0000867,2019010184,,0209527A,2020-2021,1,星期五,"第3,4节",,1—14,54
(2020-2021-1)-0306242012-0000147-6,0306242012,0000147,2019010179,,0210502,2020-2021,1,星期五,"第3,4节",,1—2,31
(2020-2021-1)-0306242012-0000154-6,0306242012,0000154,2019010178,,0210501,2020-2021,1,星期五,"第3,4节",,1—2,32
(2020-2021-1)-0306242012-0001039-6,0306242012,0001039,2019010180,,0210503,2020-2021,1,星期五,"第3,4节",,1—2,33
(2020-2021-1)-0703145311-0001986-3,0703145311,0002370,2019010211,,0201309,2020-2021,1,星期五,"第3,4节",,1—13,62
(2020-2021-1)-0703145311-0001986-4,0703145311,0001444,2019010211,,0201309,2020-2021,1,星期五,"第3,4节",,1—13,62
(2020-2021-1)-0706142041-0001348-4,0706142041,0001348,2019010203,,0201307,2020-2021,1,星期五,"第3,4节",,1—16,48
(2020-2021-1)-0703140051-0001859-2,0703140051,0001859,2019010181,,0201410,2020-2021,1,星期五,"第3,4节",单,1—16,61
(2020-2021-1)-0703140051-0002348-9,0703140051,0002348,2019010168,,0209524B,2020-2021,1,星期五,"第3,4节",单,1—16,45
(2020-2021-1)-0703140051-0002348-10,0703140051,0002042,2019010168,,0209524B,2020-2021,1,星期五,"第3,4节",单,1—16,45
(2020-2021-1)-1003143092-0001203-4,1003143092,0001203,2018010147,,0203105,2020-2021,1,星期五,"第3,4节",,1—3,43
(2020-2021-1)-1202140011-0002202-3,1202140011,0002202,2020010201,,0203202,2020-2021,1,星期五,"第3,4节",,3—17,63
(2020-2021-1)-0803140041-0000773-3,0803140041,0000773,2018010205,,0201415,2020-2021,1,星期五,"第3,4节",,10—17,37
(2020-2021-1)-0401140021-0001175-8,0401140021,0001175,2020010207,,0202207,2020-2021,1,星期五,"第3,4节",双,3—16,63
(2020-2021-1)-0401140021-0001175-9,0401140021,0001175,2020010208,,0202207,2020-2021,1,星期五,"第3,4节",,3—16,63
(2020-2021-1)-0401140021-0002107-8,0401140021,0002107,2020010156,,0208516,2020-2021,1,星期五,"第3,4节",,3—16,39
(2020-2021-1)-0401140051-0000891-10,0401140051,0000891,2018010107,,0209425,2020-2021,1,星期五,"第3,4节",单,1—1,81
(2020-2021-1)-0401140051-0000891-11,0401140051,0000891,2018010241,,0209425,2020-2021,1,星期五,"第3,4节",,1—1,81
(2020-2021-1)-0401140051-0001112-1,0401140051,0001112,2018010118,,0208408,2020-2021,1,星期五,"第3,4节",单,1—1,81
(2020-2021-1)-0401140051-0001112-2,0401140051,0001112,2018010119,,0208408,2020-2021,1,星期五,"第3,4节",,1—1,81
(2020-2021-1)-0401140051-0002105-1,0401140051,0002105,2018010116,,0201201,2020-2021,1,星期五,"第3,4节",单,1—1,88
(2020-2021-1)-0401140051-0002105-2,0401140051,0002105,2018010117,,0201201,2020-2021,1,星期五,"第3,4节",,1—1,88
(2020-2021-1)-0401140051-0000891-12,0401140051,0000891,2018010107,,0209425,2020-2021,1,星期五,"第3,4节",单,11—11,81
(2020-2021-1)-0401140051-0000891-13,0401140051,0000891,2018010241,,0209425,2020-2021,1,星期五,"第3,4节",,11—11,81
(2020-2021-1)-0401140051-0001112-3,0401140051,0001112,2018010118,,0208408,2020-2021,1,星期五,"第3,4节",单,11—11,81
(2020-2021-1)-0401140051-0001112-4,0401140051,0001112,2018010119,,0208408,2020-2021,1,星期五,"第3,4节",,11—11,81
(2020-2021-1)-0401140051-0002105-3,0401140051,0002105,2018010116,,0201201,2020-2021,1,星期五,"第3,4节",单,11—11,88
(2020-2021-1)-0401140051-0002105-4,0401140051,0002105,2018010117,,0201201,2020-2021,1,星期五,"第3,4节",,11—11,88
(2020-2021-1)-0401140051-0000891-14,0401140051,0000891,2018010107,,0209425,2020-2021,1,星期五,"第3,4节",单,9—9,81
(2020-2021-1)-0401140051-0000891-15,0401140051,0000891,2018010241,,0209425,2020-2021,1,星期五,"第3,4节",,9—9,81
(2020-2021-1)-0401140051-0001112-5,0401140051,0001112,2018010118,,0208408,2020-2021,1,星期五,"第3,4节",单,9—9,81
(2020-2021-1)-0401140051-0001112-6,0401140051,0001112,2018010119,,0208408,2020-2021,1,星期五,"第3,4节",,9—9,81
(2020-2021-1)-0401140051-0002105-5,0401140051,0002105,2018010116,,0201201,2020-2021,1,星期五,"第3,4节",单,9—9,88
(2020-2021-1)-0401140051-0002105-6,0401140051,0002105,2018010117,,0201201,2020-2021,1,星期五,"第3,4节",,9—9,88
(2020-2021-1)-0706146121-0001350-4,0706146121,0001350,2018010218,,0201418,2020-2021,1,星期五,"第3,4节",,1—16,49
(2020-2021-1)-1403145071-0000118-2,1403145071,0000118,2019010147,,0201313,2020-2021,1,星期五,"第3,4节",双,1—16,49
(2020-2021-1)-1403145121-0002219-4,1403145121,0002219,2018010156,,0203106,2020-2021,1,星期五,"第3,4节",单,1—16,49
(2020-2021-1)-0306243051-0001328-11,0306243051,0001328,2019010134,,0204309,2020-2021,1,星期五,"第3,4节",,1—2,26
(2020-2021-1)-0306243051-0001328-12,0306243051,0001328,2019010133,,0204309,2020-2021,1,星期五,"第3,4节",,3—4,27
(2020-2021-1)-0306243051-0001198-6,0306243051,0001198,2019010131,,0204308,2020-2021,1,星期五,"第3,4节",,8—9,28
(2020-2021-1)-0306243051-0000145-6,0306243051,0000145,2019010132,,0204309,2020-2021,1,星期五,"第3,4节",,8—9,27
(2020-2021-1)-0306242051-0000158-6,0306242051,0000158,2019010180,,0210502,2020-2021,1,星期五,"第3,4节",,11—14,33
(2020-2021-1)-0306242051-0000154-6,0306242051,0000154,2019010179,,0210503,2020-2021,1,星期五,"第3,4节",,3—6,31
(2020-2021-1)-0306242051-0000155-6,0306242051,0000155,2019010178,,0210503,2020-2021,1,星期五,"第3,4节",,7—10,32
(2020-2021-1)-0203140692-0000928-2,0203140692,0000928,2018010236,,0203102,2020-2021,1,星期五,"第3,4节",,1—16,42
(2020-2021-1)-1106240062-0001081-2,1106240062,0001081,2018010204,,0200004,2020-2021,1,星期五,"第3,4节",,1—16,30
(2020-2021-1)-0806143362-0000229-4,0806143362,0000229,2018010205,,0208504,2020-2021,1,星期五,"第3,4节",,1—7,58
(2020-2021-1)-0806143362-0000229-5,0806143362,0000229,2018010206,,0208504,2020-2021,1,星期五,"第3,4节",,1—7,58
(2020-2021-1)-0806143362-0000229-6,0806143362,0000229,2018010207,,0208504,2020-2021,1,星期五,"第3,4节",,1—7,58
(2020-2021-1)-0706140101-0000175-5,0706140101,0002353,2019010202,,0201319,2020-2021,1,星期五,"第3,4节",单,1—16,48
(2020-2021-1)-0706140101-0000175-6,0706140101,0000175,2019010202,,0201319,2020-2021,1,星期五,"第3,4节",单,1—16,48
(2020-2021-1)-1303143061-0001048-4,1303143061,0001048,2019010199,,0201310,2020-2021,1,星期五,"第3,4节",,1—12,46
(2020-2021-1)-0102140211-0000656-2,0102140211,0000656,2018010126,,0203101,2020-2021,1,星期五,"第3,4节",,1—16,55
(2020-2021-1)-0306242061-0000154-6,0306242061,0000154,2019010179,,0210501,2020-2021,1,星期五,"第3,4节",,11—14,31
(2020-2021-1)-0306242061-0001039-6,0306242061,0001039,2019010178,,0210504,2020-2021,1,星期五,"第3,4节",,11—14,32
(2020-2021-1)-0306242061-0000139-6,0306242061,0000139,2019010180,,0210504,2020-2021,1,星期五,"第3,4节",,7—10,33
(2020-2021-1)-0603141011-0000269-2,0603141011,0000269,2020010133,,0201503,2020-2021,1,星期五,"第3,4节",,3—18,40
(2020-2021-1)-0902144011-0000710-2,0902144011,0000710,2020010167,,0203212,2020-2021,1,星期五,"第3,4节",,3—14,45
(2020-2021-1)-1106240022-0000293-2,1106240022,0000293,2019010188,,0206303,2020-2021,1,星期五,"第3,4节",,1—16,29
(2020-2021-1)-0706146022-0002152-4,0706146022,0002152,2018010217,,0201411,2020-2021,1,星期五,"第3,4节",,1—16,48
(2020-2021-1)-1704140031-0000866-3,1704140031,0000866,2018010200,,0201403,2020-2021,1,星期五,"第3,4节",,1—8,96
(2020-2021-1)-1704140031-0000866-4,1704140031,0000866,2018010201,,0201403,2020-2021,1,星期五,"第3,4节",,1—8,96
(2020-2021-1)-1704140031-0000866-5,1704140031,0000866,2018010202,,0201403,2020-2021,1,星期五,"第3,4节",,1—8,96
(2020-2021-1)-1703141230-0001120-5,1703141230,0001120,2019010206,,0209310,2020-2021,1,星期五,"第3,4节",单,1—16,43
(2020-2021-1)-1703141230-0001120-6,1703141230,0001120,2019010204,,0209524B,2020-2021,1,星期五,"第3,4节",双,1—16,43
(2020-2021-1)-0306242071-0000941-6,0306242071,0000941,2019010178,,0210502,2020-2021,1,星期五,"第3,4节",,15—18,32
(2020-2021-1)-0306242071-0000155-6,0306242071,0000155,2019010180,,0210501,2020-2021,1,星期五,"第3,4节",,15—18,33
(2020-2021-1)-0306242071-0001195-6,0306242071,0001195,2019010179,,0210504,2020-2021,1,星期五,"第3,4节",,15—18,31
(2020-2021-1)-0401140061-0000890-5,0401140061,0001308,2020010205,,0209427,2020-2021,1,星期五,"第3,4节",,5—8,62
(2020-2021-1)-0401140061-0000890-6,0401140061,0001308,2020010206,,0209427,2020-2021,1,星期五,"第3,4节",,5—8,62
(2020-2021-1)-0401140061-0001302-4,0401140061,0001302,2020010153,,0208505,2020-2021,1,星期五,"第3,4节",,6—9,85
(2020-2021-1)-0401140061-0001302-5,0401140061,0001302,2020010171,,0208505,2020-2021,1,星期五,"第3,4节",,6—9,85
(2020-2021-1)-0401140081-0000947-1,0401140081,0000947,2019010105,,0208408,2020-2021,1,星期五,"第3,4节",,5—8,92
(2020-2021-1)-0401140081-0000947-2,0401140081,0000947,2019010106,,0208408,2020-2021,1,星期五,"第3,4节",,5—8,92
(2020-2021-1)-0401140081-0001864-1,0401140081,0001864,2019010148,,0202204,2020-2021,1,星期五,"第3,4节",,7—10,86
(2020-2021-1)-0401140081-0001864-2,0401140081,0001864,2019010149,,0202204,2020-2021,1,星期五,"第3,4节",,7—10,86
(2020-2021-1)-0401140081-0001901-3,0401140081,0001901,2019010169,,0202203,2020-2021,1,星期五,"第3,4节",,8—11,98
(2020-2021-1)-0401140081-0001901-4,0401140081,0001901,2019010170,,0202203,2020-2021,1,星期五,"第3,4节",,8—11,98
(2020-2021-1)-0401140081-0001858-3,0401140081,0001215,2019010109,,0208504,2020-2021,1,星期五,"第3,4节",,8—11,100
(2020-2021-1)-0401140081-0001858-4,0401140081,0001215,2019010172,,0208504,2020-2021,1,星期五,"第3,4节",,8—11,100
(2020-2021-1)-0103143021-0000861-7,0103143021,0000861,2018010129,,0201519,2020-2021,1,星期五,"第3,4节",,1—16,53
(2020-2021-1)-0103143021-0000861-8,0103143021,0000948,2018010129,,0201519,2020-2021,1,星期五,"第3,4节",,1—16,53
(2020-2021-1)-0903144152-0001850-3,0903144152,0001850,2018010185,,0201507,2020-2021,1,星期五,"第3,4节",,1—12,55
(2020-2021-1)-0903144152-0001850-4,0903144152,0002285,2018010185,,0201507,2020-2021,1,星期五,"第3,4节",,1—12,55
(2020-2021-1)-1003140141-0001205-3,1003140141,0001205,2018010146,,0203103,2020-2021,1,星期五,"第3,4节",单,1—5,40
(2020-2021-1)-1003140141-0000478-3,1003140141,0000478,2018010151,,0209313,2020-2021,1,星期五,"第3,4节",,1—8,48
(2020-2021-1)-0202141021-0000729-2,0202141021,0000729,2019010218,,0209529A,2020-2021,1,星期五,"第3,4节",,1—16,34
(2020-2021-1)-0202140571-0000932-4,0202140571,0000932,2020010204,,0202505,2020-2021,1,星期五,"第3,4节",,3—18,30
(2020-2021-1)-0101141221-0001049-10,0101141221,0001049,2018010115,,0201415,2020-2021,1,星期五,"第3,4节",,1—8,35
(2020-2021-1)-0303241272-0001199-6,0303241272,0001199,2019010107,,0210503,2020-2021,1,星期五,"第3,4节",,13—14,34
(2020-2021-1)-0303241272-0001149-6,0303241272,0001149,2019010108,,0210510,2020-2021,1,星期五,"第3,4节",,13—14,30
(2020-2021-1)-1702143031-0000251-2,1702143031,0000251,2019010125,,0208405,2020-2021,1,星期五,"第3,4节",单,1—16,36
(2020-2021-1)-0303241061-0001058-11,0303241061,0001058,2019010107,,0210507,2020-2021,1,星期五,"第3,4节",,3—6,34
(2020-2021-1)-0303241061-0001058-12,0303241061,0001058,2019010108,,0210508,2020-2021,1,星期五,"第3,4节",,9—12,30
(2020-2021-1)-0903143051-0002311-2,0903143051,0002311,2018010239,,0201504,2020-2021,1,星期五,"第3,4节",,1—10,30
(2020-2021-1)-1206140202-0000918-5,1206140202,0000918,2018010208,,0202206,2020-2021,1,星期五,"第3,4节",,1—8,79
(2020-2021-1)-1206140202-0000918-6,1206140202,0000918,2018010228,,0202206,2020-2021,1,星期五,"第3,4节",,1—8,79
(2020-2021-1)-0403140211-0000816-2,0403140211,0001173,2020010178,,0209421,2020-2021,1,星期五,"第3,4节",双,3—16,51
(2020-2021-1)-0102140091-0000061-4,0102140091,0000046,2019010119,,0201314,2020-2021,1,星期五,"第3,4节",单,1—16,47
(2020-2021-1)-0306243002-0000863-6,0306243002,0000863,2019010133,,0212416,2020-2021,1,星期五,"第3,4节",,14—15,27
(2020-2021-1)-0306243002-0000812-11,0306243002,0000812,2019010131,,0211501,2020-2021,1,星期五,"第3,4节",,14—15,28
(2020-2021-1)-0306243002-0000812-12,0306243002,0000812,2019010132,,0212416,2020-2021,1,星期五,"第3,4节",,18—19,27
(2020-2021-1)-0306243002-0001933-6,0306243002,0001933,2019010134,,0211501,2020-2021,1,星期五,"第3,4节",,18—19,26
(2020-2021-1)-0401140011-0000999-7,0401140011,0000999,2020010169,,0208514,2020-2021,1,星期五,"第3,4节",单,3—16,84
(2020-2021-1)-0401140011-0000999-8,0401140011,0000999,2020010170,,0208514,2020-2021,1,星期五,"第3,4节",,3—16,84
(2020-2021-1)-0401140011-0000301-11,0401140011,0000301,2020010131,,0201202,2020-2021,1,星期五,"第3,4节",单,3—16,80
(2020-2021-1)-0401140011-0000301-12,0401140011,0000301,2020010193,,0201202,2020-2021,1,星期五,"第3,4节",,3—16,80
(2020-2021-1)-0401140011-0000301-13,0401140011,0000301,2020010185,,0201208,2020-2021,1,星期五,"第3,4节",双,3—16,110
(2020-2021-1)-0401140011-0000301-14,0401140011,0000301,2020010186,,0201208,2020-2021,1,星期五,"第3,4节",,3—16,110
(2020-2021-1)-0102140161-0000050-2,0102140161,0000050,2018010128,,0201201,2020-2021,1,星期五,"第3,4节",双,1—16,59
(2020-2021-1)-1403141021-0000116-4,1403141021,0000116,2019010137,,0203109,2020-2021,1,星期五,"第3,4节",,1—13,58
(2020-2021-1)-1703141271-0001590-6,1703141271,0001590,2018010224,,0209307,2020-2021,1,星期五,"第3,4节",,2—17,44
(2020-2021-1)-1704141811-0001182-4,1704141811,0001182,2019010183,,0208417,2020-2021,1,星期五,"第3,4节",单,1—16,57
(2020-2021-1)-1204140482-0000168-1,1204140482,0000168,2018010196,,0201219,2020-2021,1,星期五,"第3,4节",,1—16,140
(2020-2021-1)-1204140482-0000168-2,1204140482,0000168,2018010197,,0201219,2020-2021,1,星期五,"第3,4节",,1—16,140
(2020-2021-1)-1204140482-0000168-3,1204140482,0000168,2018010198,,0201219,2020-2021,1,星期五,"第3,4节",,1—16,140
(2020-2021-1)-0104140011-0000064-2,0104140011,0000064,2018010125,,0202310,2020-2021,1,星期五,"第3,4节",,1—16,56
(2020-2021-1)-0104140011-0000064-3,0104140011,0002337,2018010125,,0202310,2020-2021,1,星期五,"第3,4节",,1—16,56
(2020-2021-1)-0403140341-0002106-1,0403140341,0002106,2018010199,,0201506,2020-2021,1,星期五,"第3,4节",,1—14,57
(2020-2021-1)-0403140341-0002106-2,0403140341,0001379,2018010199,,0201506,2020-2021,1,星期五,"第3,4节",,1—14,57
(2020-2021-1)-1102142031-0000287-2,1102142031,0000287,2020010209,,0201514,2020-2021,1,星期五,"第3,4节",,3—18,30
